year,FSCSKEY,SQ_FEET
2018,NJ0073,4000
2018,SC0022,127036
2018,IL0595,43487
2018,PA0502,17360
2018,TX0409,3000
2018,OH0147,24279
2018,CT0152,3802
2018,MI0228,5130
2018,NY0295,8800
2018,AZ0136,3250
2018,IA0104,1250
2018,KS0155,13500
2018,GA0040,49000
2018,WI9017,2600
2018,NY0630,1680
2018,IN0161,12496
2018,NY0706,2952
2018,TX0133,10020
2018,IL0506,2400
2018,AL0115,7459
2018,IA0017,6500
2018,KS0304,7389
2018,MA0327,2500
2018,PA9033,7892
2018,NH0097,4300
2018,NY0054,41810
2018,KS0234,1600
2018,VT0074,6000
2018,VT0142,7540
2018,MN9010,1936
2018,NE0026,760
2018,NJ0126,16900
2018,KS0247,1350
2018,IL0437,101680
2018,OR0045,14400
2018,PA0106,16000
2018,FL0058,24893
2018,CA0019,16560
2018,NY0246,2400
2018,MA0092,1800
2018,KS0031,1712
2018,NY0113,4156
2018,NH0063,3000
2018,CO0077,1198
2018,NJ0160,528
2018,TX0487,5000
2018,AL0107,1800
2018,MI0415,33450
2018,MI0401,21228
2018,AL0011,9000
2018,KS8003,900
2018,NY0594,36500
2018,PA0176,24672
2018,GA0005,13000
2018,IA0152,56000
2018,ID0014,43300
2018,MA0207,20052
2018,KS0010,2014
2018,MO0098,3600
2018,SC0017,33501
2018,NJ0302,22250
2018,MI0266,3128
2018,MI0244,10990
2018,MO0058,31000
2018,NH0035,49300
2018,WI0309,54287
2018,CT0196,-1
2018,NE0144,418
2018,NJ0269,7740
2018,MA0320,7785
2018,IL0379,65193
2018,RI0017,6986
2018,OR0031,12539
2018,WI0419,1980
2018,ME0311,2211
2018,NY0745,61875
2018,PA0359,9105
2018,KY0079,22500
2018,ME0122,3450
2018,KS0182,3600
2018,WI0046,5900
2018,MI9020,21500
2018,VT0098,18449
2018,NY0212,11000
2018,MT0037,5000
2018,NY0324,1000
2018,NY0432,700
2018,IA0407,12000
2018,TX0376,10178
2018,CA0091,88089
2018,TX0315,33000
2018,TX0282,7900
2018,ND0066,500
2018,IA0488,450
2018,RI0005,5000
2018,IL0169,3200
2018,NY0769,4900
2018,NM0027,14400
2018,NE9042,1900
2018,SD0119,3500
2018,IL0203,9000
2018,KS0215,15262
2018,MI0428,6900
2018,KS0189,4500
2018,MI0124,15543
2018,MT0026,1743
2018,TX0324,8500
2018,MO0020,184831
2018,KS0074,1224
2018,OR0097,4300
2018,NE0169,3200
2018,TX0740,2700
2018,OH0153,30610
2018,TX0724,4500
2018,AZ0050,10032
2018,PA0211,7834
2018,MI0293,76600
2018,AK0082,2500
2018,MA0011,9000
2018,TX0362,2524
2018,NY0296,1562
2018,VA0046,6718
2018,CO0081,7760
2018,TX0503,2156
2018,AL0041,12000
2018,IA0532,3900
2018,VA0057,69360
2018,IA0046,1074
2018,AL0087,2000
2018,PA0018,6522
2018,OK0076,6000
2018,ID0081,1600
2018,NE0050,5500
2018,MN0155,4311
2018,AR0006,34500
2018,IN0105,7234
2018,VA0011,19000
2018,CA0151,25210
2018,TX0288,25000
2018,WI0162,16030
2018,IA0168,1130
2018,NE0099,48852
2018,CA0009,60967
2018,MI0178,5600
2018,NC0051,24370
2018,TX0413,5200
2018,ME0068,56400
2018,NH0099,940
2018,WV0052,2160
2018,UT0008,3187
2018,IN0015,14405
2018,ME0306,1800
2018,IL0591,1075
2018,WV0060,54827
2018,MA0251,13644
2018,OH0157,12231
2018,TX0258,5224
2018,PA0378,7200
2018,IA0294,1440
2018,NE0088,2040
2018,NY0178,7649
2018,ID0022,2810
2018,KS8001,1536
2018,MA0259,16500
2018,IA0195,2940
2018,MI0039,28265
2018,SD0118,5360
2018,NY0554,5136
2018,CT0014,25000
2018,MI0364,10000
2018,VT0070,987
2018,IA0358,7510
2018,WI0093,21000
2018,NY0777,6860
2018,NH0129,2500
2018,CA0055,3300
2018,WV0085,4000
2018,OK0086,3662
2018,MN0030,19000
2018,CO0051,28400
2018,NY0383,16000
2018,KS0163,1242
2018,WI0003,7000
2018,IA0455,2072
2018,NJ0291,3600
2018,IN0171,53000
2018,CA0127,99863
2018,AZ0123,1271
2018,TX0135,6000
2018,IA0076,44419
2018,IA0302,4890
2018,OK0103,2332
2018,TN0023,4524
2018,IA0101,7000
2018,NY0532,24000
2018,OK0046,6400
2018,CA0240,-1
2018,AK0015,1320
2018,NY0398,36000
2018,VT0177,1000
2018,ID0025,1088
2018,SC0010,27820
2018,ME0108,4648
2018,IN0219,7991
2018,WV0074,20221
2018,MO0044,10500
2018,MT0058,3670
2018,TX0373,26000
2018,IA0502,1600
2018,MO0012,2500
2018,FL0043,30000
2018,IA0338,24600
2018,IL0255,62120
2018,ID0003,3850
2018,CA0120,132920
2018,IA0437,2475
2018,IL0358,7900
2018,OK0093,388349
2018,TX0687,9627
2018,DE0011,21940
2018,TX0068,144300
2018,NE0122,7804
2018,IL0304,5500
2018,KS0249,1500
2018,NH0041,432
2018,KS0116,8140
2018,MN0079,3300
2018,NY0642,9840
2018,MP0001,17300
2018,IA0403,5168
2018,MT0801,1552
2018,KS0102,3000
2018,TX0621,3390
2018,TX0189,4252
2018,MT0023,3415
2018,SD0009,5666
2018,OH0062,57519
2018,AL0095,12715
2018,AL0152,6000
2018,WI0340,25647
2018,AZ0168,2966
2018,CT0136,7500
2018,GA0036,157761
2018,MA0023,34168
2018,ME0044,4500
2018,IA0042,1030
2018,NM0018,4000
2018,NH0167,36760
2018,IN0045,6034
2018,IL0345,68000
2018,TN0016,15000
2018,KS0020,4288
2018,OH0096,26400
2018,IL0133,4400
2018,MO0068,13676
2018,PA0368,5699
2018,OR0029,27100
2018,KY0038,12500
2018,PA0126,6000
2018,KY0045,22901
2018,KS0208,7500
2018,MT0013,4400
2018,TN0125,13628
2018,VT0028,714
2018,IN0116,3060
2018,NJ0229,16000
2018,CT0048,14000
2018,NJ0210,6500
2018,IL0415,36040
2018,IL0217,21030
2018,MO0112,4500
2018,NH0205,4600
2018,MI0024,4000
2018,IL0088,20321
2018,NM0112,2115
2018,PA0010,30000
2018,MA0369,1024
2018,NE0031,23535
2018,NY0235,11000
2018,WV0045,7322
2018,MA0198,68206
2018,CT0163,1800
2018,RI0033,6985
2018,UT0023,8000
2018,WV0089,10699
2018,CT0021,12500
2018,IA0043,2280
2018,TX0188,17600
2018,KS0124,1600
2018,NY0681,7800
2018,WI0200,10218
2018,FL0248,48826
2018,AZ0092,2500
2018,SD0158,2754
2018,WI0163,11460
2018,IA0368,2450
2018,IA0222,1500
2018,MO0122,6206
2018,OH0041,6400
2018,VT0167,-1
2018,IA0468,3500
2018,OH0118,13800
2018,ID0060,20768
2018,GA0013,209262
2018,CO0109,11000
2018,PA0164,22850
2018,OR0103,28677
2018,AZ0088,60000
2018,PA0208,2700
2018,SD0128,1800
2018,OK0050,1860
2018,OR0138,3900
2018,MI0105,90000
2018,CT0072,46351
2018,IA0303,2400
2018,KY0024,4156
2018,OK0035,24000
2018,ME0309,1104
2018,IL0425,14500
2018,TN0066,24000
2018,KY0010,33100
2018,IN0174,2400
2018,NY0140,2587
2018,ND0053,3950
2018,AK0052,3086
2018,MI0149,3658
2018,IL0346,2490
2018,KY0098,17000
2018,WI0324,3520
2018,MA0226,56718
2018,AL0035,4000
2018,ND0040,5700
2018,TN8039,6400
2018,UT0047,19000
2018,TX0559,15053
2018,CT0026,2000
2018,KS0317,20000
2018,NY0119,8000
2018,MA0312,6000
2018,PA0073,2210
2018,KS0105,432
2018,NY0614,6660
2018,ND0059,4620
2018,MI0220,26291
2018,MA0255,25500
2018,CA0113,937710
2018,MA0233,53000
2018,IA0434,1512
2018,WI0054,10997
2018,NY0046,12000
2018,TN0103,9211
2018,ND0010,1960
2018,NY0073,4612
2018,MN0043,151622
2018,ND0073,1600
2018,IN0040,4104
2018,IL0275,900
2018,CO0054,6041
2018,NY0080,1764
2018,ND0039,5000
2018,NY0171,21000
2018,ME0242,2040
2018,AL0084,12200
2018,NH0163,24768
2018,NY0567,6400
2018,WI0057,3870
2018,TN0068,4900
2018,IN0134,21000
2018,IN0052,22300
2018,ME0179,1600
2018,OH0240,23490
2018,SD0137,500
2018,CT0108,9700
2018,NY0038,7863
2018,PA0081,5792
2018,FL0091,87558
2018,KS0266,10228
2018,AZ0030,22602
2018,AL0054,6000
2018,NM0005,32000
2018,MN9024,1600
2018,CA0146,96104
2018,IA0056,12500
2018,IA0454,3116
2018,IL0462,163100
2018,IN0156,26300
2018,ME0054,900
2018,NY0375,34977
2018,PA0001,1485
2018,PA0252,2592
2018,VA0024,20400
2018,OR0051,17000
2018,MO0169,4500
2018,ME0185,7000
2018,TX0337,43900
2018,AZ0160,10084
2018,ME0205,2500
2018,IL0026,1485
2018,KY0046,13203
2018,WV0082,13500
2018,MA0297,11623
2018,WA0037,16000
2018,KY0073,14304
2018,FL0023,45089
2018,CA0153,46000
2018,NY0050,5200
2018,CO0146,17578
2018,GA0030,16170
2018,NH0249,1164
2018,MI0020,4500
2018,FL0257,16000
2018,CO0099,179343
2018,NY0442,1700
2018,NE0218,1536
2018,WV0065,1200
2018,CT0060,-1
2018,OK0096,4200
2018,IA0483,1804
2018,IA0426,2200
2018,ND0012,10192
2018,WI0370,7017
2018,CA0079,37733
2018,IA0548,1936
2018,TN0085,6653
2018,WI0327,33000
2018,IL0392,114330
2018,PA0286,30000
2018,IL0520,10584
2018,NY0471,16000
2018,AR0024,16950
2018,IN0220,55400
2018,NY0107,1600
2018,NJ0169,61000
2018,MN0053,2970
2018,NY0141,4200
2018,IA0310,2100
2018,NH0206,760
2018,MI0026,9616
2018,MI0378,22900
2018,NY0667,20000
2018,SD0006,4800
2018,ME0239,1840
2018,ME0269,500
2018,AR0081,26545
2018,CT0129,17000
2018,OH0112,8005
2018,NY0669,47000
2018,UT0068,1180
2018,ND0014,2112
2018,NJ0186,38000
2018,FL0028,-1
2018,WI0271,2774
2018,TN0021,2300
2018,TX0045,13679
2018,IL0560,15304
2018,WA0016,1250
2018,IN0104,64808
2018,IN0009,6264
2018,WI0293,18600
2018,NY0720,29960
2018,IL0407,20338
2018,MA0128,44000
2018,IA0472,5900
2018,CO0003,2500
2018,RI0025,12743
2018,KS0099,1500
2018,CA0057,40000
2018,KS0108,2142
2018,NJ0208,4600
2018,MI0078,105777
2018,NE0079,3200
2018,PA0040,28000
2018,MI0052,53000
2018,NJ0110,8000
2018,IL0274,21000
2018,OK0048,2304
2018,NH0187,3090
2018,PA0160,3140
2018,IL0586,2171
2018,IL0080,8370
2018,IL0139,70100
2018,IA0206,5360
2018,TN0002,12000
2018,NY0169,3140
2018,MO0116,9600
2018,ME0011,4858
2018,IA0162,2400
2018,IN0150,73000
2018,FL0048,48490
2018,NY0496,3480
2018,MI0198,25000
2018,ME0026,5200
2018,OH0079,7534
2018,CO9025,4800
2018,IL0189,111000
2018,CA0028,352788
2018,TX0431,5000
2018,NY0373,42600
2018,NJ0181,21000
2018,ME0231,10500
2018,NY0121,2000
2018,NY0618,8136
2018,IL0603,36000
2018,NJ0243,48900
2018,SD0004,33000
2018,TX0355,2500
2018,OK0085,8150
2018,WI0109,1480
2018,PA0513,1425
2018,TX0482,8000
2018,ME0142,900
2018,CT0035,55750
2018,WI0122,17182
2018,OR0026,2600
2018,CT0047,16350
2018,IL0194,25000
2018,NY0139,1431
2018,MN0047,9922
2018,IN0227,22957
2018,ME0237,17000
2018,KS0288,2862
2018,AL0147,3150
2018,AL0042,3200
2018,CT0066,6400
2018,CO0007,110257
2018,MI0046,9100
2018,OH0071,1300
2018,PA0082,1375
2018,NY0619,7300
2018,TX0105,1800
2018,NC0059,43895
2018,SC0008,24918
2018,UT0005,1215
2018,IL0474,13716
2018,NY0306,3141
2018,AL0154,35000
2018,WI0387,4000
2018,IL0032,59997
2018,NY0661,55020
2018,IN0169,1440
2018,MO0088,22160
2018,TN8054,2000
2018,NH0028,8078
2018,WY0018,4950
2018,IA0154,19300
2018,NY0254,7500
2018,KS0029,3234
2018,IN0050,84119
2018,IA0283,4400
2018,CT0102,9200
2018,ID0028,1300
2018,WI0147,1386
2018,IA0003,357
2018,IN0095,3037
2018,AL0032,6000
2018,IL0322,1600
2018,MA0242,6288
2018,IA0012,21000
2018,PA0053,22000
2018,IL0472,10720
2018,OK0009,32000
2018,FL0252,11800
2018,IL0024,5000
2018,GA0021,106449
2018,IA0201,2800
2018,IA0037,3600
2018,TX0277,3150
2018,KS0289,3000
2018,IL0176,10743
2018,NJ0200,3220
2018,WI0423,2492
2018,WI0238,10788
2018,OH0199,66317
2018,OR0058,14440
2018,NM0039,7500
2018,TN0043,3500
2018,KY0028,10500
2018,TN0012,33275
2018,MI0084,30000
2018,MO0181,16909
2018,CT0125,-1
2018,MA0037,12000
2018,IN0180,147000
2018,MI0281,5300
2018,NC0080,83440
2018,TN0003,14440
2018,IA0394,1278
2018,MA0072,25600
2018,NJ0141,20000
2018,IL0050,51000
2018,WI0097,7800
2018,WI0257,16790
2018,OH0086,39341
2018,AR0078,2400
2018,IA0059,17825
2018,IA0217,4400
2018,NY0756,14847
2018,OR0120,8500
2018,OR0099,28000
2018,MI0245,39855
2018,WI0179,54120
2018,TX0748,880
2018,RI0046,67941
2018,KS0037,5700
2018,AK0041,1697
2018,WI0304,9592
2018,OR0124,4300
2018,IA0285,4400
2018,NY0444,2400
2018,NY0047,2650
2018,ID0094,7600
2018,TX0162,5040
2018,TX0110,74312
2018,TX0582,2500
2018,NV0024,2100
2018,IA0476,4000
2018,SD0045,1500
2018,NJ0045,9580
2018,MA0368,3750
2018,NH0008,5500
2018,MA0366,1000
2018,MN0101,28000
2018,NY0247,2209
2018,TX0265,8565
2018,KS0133,139812
2018,SD0060,28000
2018,NH0067,1084
2018,NM0031,37000
2018,NY0487,5555
2018,TN0200,2016
2018,TX0630,10497
2018,NY0268,13176
2018,NY0363,35746
2018,TN0116,32475
2018,WA0006,2560
2018,MN0097,12165
2018,ME0109,1568
2018,TN0109,6252
2018,IA0360,3264
2018,OK0084,3287
2018,AL0227,2600
2018,NY0639,1776
2018,IA0284,11000
2018,CT0117,16936
2018,OH0181,11536
2018,AL0055,820
2018,WI0058,9767
2018,IL0260,1568
2018,OK8002,4000
2018,PA0335,3528
2018,NH0154,5102
2018,CA0196,45092
2018,MA0225,7169
2018,MT0079,2460
2018,WV0087,3292
2018,ND0099,1732
2018,CT0135,24012
2018,NC0027,67854
2018,OR0014,23192
2018,MA0290,22750
2018,IL0665,4820
2018,IL0512,4000
2018,AZ0169,53000
2018,WA0043,14200
2018,GA0050,58292
2018,AZ0064,378642
2018,ND0084,8000
2018,OK0002,27000
2018,NH0009,25000
2018,NJ0286,13000
2018,MA0339,12500
2018,NJ0164,1500
2018,UT0027,6000
2018,NE0107,1935
2018,KY0042,31270
2018,IL0296,1000
2018,KS0129,30000
2018,TX0190,5300
2018,AL0124,7691
2018,NY0158,6000
2018,MI0109,4800
2018,TX0036,13000
2018,AR0080,-1
2018,KY0806,11745
2018,MA0206,27270
2018,ME0250,2304
2018,MI0122,20000
2018,AL0157,900
2018,KS0188,3954
2018,KS0121,2500
2018,OH0123,26294
2018,AZ0158,38000
2018,NE0112,1920
2018,NY0427,2079
2018,MA0262,14800
2018,MA0355,1907
2018,NH0188,3456
2018,TX0299,2478
2018,AZ0137,1400
2018,KY0077,22444
2018,NJ0183,14419
2018,OH0159,2629
2018,ID0123,11568
2018,IL0610,2976
2018,NY0298,2400
2018,VA0020,17800
2018,CA0094,179336
2018,ME0010,14500
2018,CT0068,36800
2018,TX0055,7400
2018,OK0078,5000
2018,IL0374,7200
2018,NE0256,15837
2018,NJ0133,10000
2018,MI0264,2473
2018,NY0635,3600
2018,CT0057,61300
2018,ME0024,1000
2018,IL0016,9322
2018,SD0080,1056
2018,TX0006,2760
2018,IA0507,2000
2018,IN0053,10000
2018,KS0303,7000
2018,IL0383,4419
2018,NJ0273,2000
2018,WI0099,6785
2018,TX0121,21600
2018,NE0116,2700
2018,NM0016,26665
2018,NY0410,10000
2018,MS0044,21496
2018,AZ0175,3572
2018,NY0689,77100
2018,IN0102,9796
2018,TX0689,16000
2018,OR0066,2640
2018,NY0180,900
2018,IA0088,4500
2018,LA0048,118213
2018,IL0343,6929
2018,OR0132,1340
2018,WV0058,7884
2018,WI0059,18025
2018,AL0145,1873
2018,PA0050,15950
2018,MO0072,12880
2018,OR0034,23500
2018,WI0305,2700
2018,AL0169,2378
2018,TX0366,3480
2018,SD0122,1050
2018,IL0081,9287
2018,MT0040,2720
2018,MS0009,31263
2018,IA0215,-1
2018,NY0516,8000
2018,TX0360,12405
2018,WI0325,25000
2018,NY0683,14750
2018,PA0178,8815
2018,MI0049,22550
2018,MA0148,60238
2018,ME0074,3694
2018,ME0078,7392
2018,WI0157,4500
2018,MA0302,28000
2018,NY0069,8000
2018,MI0359,1069
2018,NC0038,34328
2018,WI0385,26650
2018,IA0080,2400
2018,VT0190,300
2018,OH0068,13959
2018,OH0239,13826
2018,MO0073,10283
2018,OR0009,24700
2018,TX0171,53000
2018,NC0040,64000
2018,NY0111,840
2018,GA0028,19000
2018,NE0235,1000
2018,AL0022,4862
2018,OK0047,4475
2018,RI0015,3406
2018,IL0499,30000
2018,TX0026,8000
2018,MA0178,2640
2018,OK0075,16000
2018,MD0007,106701
2018,WI0038,3270
2018,NY0530,5257
2018,IN0061,19000
2018,PA0295,4032
2018,PA0026,5743
2018,MA0343,18386
2018,ME0135,1725
2018,VA0054,224954
2018,IN0201,50900
2018,IA0458,8543
2018,AL0030,3234
2018,IA0493,4057
2018,NM0017,4551
2018,IL0420,2790
2018,NY0025,5590
2018,NH0005,8222
2018,NY0024,11761
2018,ME0131,4830
2018,MA0003,3663
2018,CA0114,603661
2018,AL0083,21000
2018,WI0321,10179
2018,WV0009,109145
2018,NY0715,2968
2018,MI0177,14131
2018,IL0113,2800
2018,TX0093,20304
2018,TX0541,10000
2018,CA0013,9250
2018,NJ0168,-1
2018,NE0049,939
2018,WI0166,9180
2018,IL0071,9892
2018,NY0152,1728
2018,TX0392,3800
2018,VT0075,7015
2018,UT0072,4150
2018,WA0038,11340
2018,MA0129,1025
2018,AL0182,14999
2018,NY0671,25991
2018,CA0248,43800
2018,NY0778,2293481
2018,NJ0100,91447
2018,AR0049,25157
2018,ND0068,1000
2018,IL0369,6050
2018,AL0100,8000
2018,MA0349,478
2018,NH0238,6000
2018,AL0053,10000
2018,NE0212,2940
2018,MI0102,9065
2018,CA0106,42753
2018,IL0341,1440
2018,MI0363,9300
2018,AR0038,38000
2018,AL0088,9000
2018,IL0121,1800
2018,OR0080,79000
2018,IL0083,20150
2018,IA0471,450
2018,PA0188,83365
2018,TN0057,12000
2018,NY0447,2940
2018,MI0343,50000
2018,WV0002,18372
2018,CA0069,27000
2018,TN8059,10000
2018,TX0221,31798
2018,MI0158,10865
2018,ME0133,2249
2018,PA0473,3995
2018,TX0204,50050
2018,NJ0182,20000
2018,NY0688,35931
2018,NE0038,810
2018,WI0196,32000
2018,MA0074,4300
2018,MD0011,157500
2018,IL0259,10000
2018,NC0093,14750
2018,NY0488,26000
2018,MT0056,10300
2018,NH0080,6200
2018,NC0035,177988
2018,NJ0109,32095
2018,OH0198,19160
2018,WI0234,7444
2018,AR0015,31500
2018,SD0037,1568
2018,WY0020,37360
2018,IN0189,75320
2018,NY0482,5850
2018,OR0005,99220
2018,WA0042,10100
2018,IL0311,6000
2018,IL0551,2520
2018,WV0059,2014
2018,AK0029,8400
2018,NY0384,27300
2018,MD0009,67300
2018,OH0154,7100
2018,TX0332,61000
2018,IA0460,24500
2018,MN0094,4112
2018,CT0015,6500
2018,LA0063,8673
2018,NY0272,8000
2018,IL0385,15742
2018,WI0356,1220
2018,TN0136,5336
2018,WI0064,2400
2018,TN0175,20000
2018,NH0044,1448
2018,NY0386,3923
2018,CA0136,138774
2018,UT0014,4066
2018,KS0298,2460
2018,CA0109,368894
2018,NH0006,1800
2018,TX0691,13700
2018,IA0120,6209
2018,FL0044,156767
2018,WI0063,2214
2018,UT0049,376837
2018,MA0051,11500
2018,IA0410,780
2018,OK0118,4000
2018,IL0321,4240
2018,WV0047,1350
2018,WV0016,3556
2018,NY0385,32349
2018,MI0120,4290
2018,TX0334,3900
2018,CT0030,6000
2018,KS0158,1280
2018,WI0344,47000
2018,NE0161,6400
2018,AK0121,625
2018,NY0115,1936
2018,IL0667,8210
2018,NY0695,18000
2018,PA0031,9000
2018,IN0142,82527
2018,IA0057,2580
2018,KY0094,6000
2018,OR0127,2261
2018,MO0084,21235
2018,ME0209,6500
2018,NM0119,2040
2018,IN0137,6880
2018,VA0007,55505
2018,MN0085,28500
2018,MT0050,12800
2018,NH0022,3892
2018,IL0558,6000
2018,NY0438,1530
2018,TN0047,47000
2018,IL0486,1578
2018,PA0152,10480
2018,WI0224,7372
2018,CT0194,1700
2018,IA0389,1800
2018,TX0407,11550
2018,UT0067,25000
2018,ID0091,3277
2018,TX0378,2193
2018,IL0435,5060
2018,TX0034,5000
2018,ME0019,1625
2018,NY9013,1800
2018,IN0051,11250
2018,OK0010,1000
2018,ME0098,3063
2018,AL0216,864
2018,MI0358,27300
2018,NJ0299,7000
2018,NE0008,5625
2018,OK0073,4000
2018,CT0077,4560
2018,VA0034,75494
2018,TX0042,3800
2018,KS0051,14500
2018,IA0208,1029
2018,IL0077,8560
2018,TN0087,30000
2018,WI0045,16019
2018,KY0023,6789
2018,TX0566,3347
2018,MS0051,8200
2018,ME0003,952
2018,CA0228,-1
2018,NH0181,2500
2018,CA0066,36760
2018,NH0113,1200
2018,UT0054,19800
2018,NE0255,8152
2018,CT0146,32000
2018,PA0125,3250
2018,KS0141,765
2018,MD0001,45500
2018,MA0246,1800
2018,KY0056,155718
2018,IA0066,2500
2018,VA0090,7328
2018,NJ0095,21000
2018,NY0752,7200
2018,VT0095,6500
2018,TX0696,2400
2018,PA0218,19988
2018,IL0527,4080
2018,MI0296,42000
2018,OH0164,16497
2018,WA0047,14780
2018,OK0116,1500
2018,AL0019,25000
2018,OH0214,17954
2018,NJ0060,13363
2018,AL0161,5000
2018,IA0257,2040
2018,NM0115,920
2018,NY0685,37500
2018,VT0108,11790
2018,PA0458,3021
2018,NC0045,526427
2018,IA0535,-1
2018,AR0002,76123
2018,IN0094,1200
2018,NY0126,1302
2018,KS0080,5400
2018,WI0159,97970
2018,IA0427,5600
2018,KY0058,7123
2018,ID0120,58827
2018,LA0040,73671
2018,NH0141,2870
2018,MN0078,10672
2018,PA0427,3168
2018,CA0093,6199
2018,AZ0039,4000
2018,PA0353,11800
2018,UT0035,10627
2018,NY0093,4320
2018,TX0387,14000
2018,PA0285,7895
2018,WI0121,164320
2018,IA0456,7385
2018,PA0408,1421
2018,PA0118,1955
2018,NJ0088,1033
2018,WY0021,30986
2018,NJ0163,4276
2018,OK0101,3215
2018,TX0402,66365
2018,IL0585,6255
2018,KY0097,5456
2018,MI0170,3300
2018,NE0150,5700
2018,NY0234,10684
2018,NJ0156,82781
2018,MI0276,12650
2018,MA0193,625
2018,NY0227,3148
2018,IA0016,8800
2018,IA0132,5000
2018,IN0145,6027
2018,CO0110,7600
2018,CO9014,1344
2018,MO0052,9600
2018,OR0095,10000
2018,TX0629,4800
2018,IA0053,49500
2018,NH0111,1618
2018,WI0168,1052
2018,IA0124,2412
2018,NY0342,60000
2018,MN0120,5000
2018,AL0239,2000
2018,IL0112,2268
2018,NE0238,11500
2018,NE0145,4900
2018,IA0550,1800
2018,MI0225,1800
2018,TX0486,2092
2018,CT0034,-1
2018,NY0236,1600
2018,PA0185,8000
2018,NC0003,28512
2018,MT0004,9700
2018,OH0014,8507
2018,AL0061,1900
2018,ME0130,3000
2018,AK0002,194469
2018,CT0106,18684
2018,KY0090,7000
2018,GA0031,57616
2018,VA0037,7900
2018,IL0577,10000
2018,MO0006,1800
2018,TX0548,1900
2018,SC0007,12500
2018,IN0103,5900
2018,TX0229,9400
2018,TX0035,5000
2018,KS0084,7719
2018,CT0023,3000
2018,KS0326,900
2018,AL0073,5000
2018,NY0587,4509
2018,PA0424,4682
2018,MA0371,1100
2018,OR0129,8722
2018,VA0075,27500
2018,IL0317,10000
2018,CA0103,136579
2018,FL0035,619306
2018,MA0315,4265
2018,NH0242,700
2018,FL0008,88280
2018,ME0268,1200
2018,CT0138,6600
2018,PA9052,2200
2018,AL0093,11410
2018,IN0242,4000
2018,AL0015,9000
2018,IL0533,5452
2018,VA0048,18500
2018,LA0064,27000
2018,IN0204,42481
2018,SC0014,27178
2018,VT0062,2700
2018,MA0364,2414
2018,IA0071,25000
2018,AR0083,9450
2018,KS0023,2987
2018,AR0008,56780
2018,IN0038,32005
2018,CO0016,6500
2018,OR0071,13529
2018,MI0091,5847
2018,UT0029,4000
2018,OH0129,23442
2018,PA0151,3993
2018,WA0070,66570
2018,MD0010,19568
2018,PA0012,4000
2018,IA0192,6000
2018,IA0584,1128
2018,MT0008,52300
2018,MO0066,5400
2018,VT0119,3080
2018,NE9027,1500
2018,NY0731,26200
2018,NE0157,1000
2018,WI0339,24000
2018,ID0021,4000
2018,OH0039,211254
2018,KS0161,1000
2018,IN0021,11600
2018,NC0056,15281
2018,ME0312,1000
2018,IA0159,1596
2018,ME0277,1131
2018,TX0719,3500
2018,IL0256,27000
2018,OH0219,13950
2018,IL0489,4320
2018,IA0344,7100
2018,VT0125,924
2018,KS0197,2460
2018,MI0267,3175
2018,AL0132,6600
2018,KY0053,382503
2018,MN0069,14000
2018,IA0398,6280
2018,TX0493,3600
2018,TN8007,2340
2018,IN0119,9125
2018,MI0131,211426
2018,NJ0049,14100
2018,OH0215,547533
2018,PA0109,13128
2018,MS0013,199207
2018,AR0048,40408
2018,PA0447,28591
2018,TX0339,7154
2018,WI0051,3360
2018,VT0169,2212
2018,MO0147,60465
2018,KY0014,46522
2018,MI0095,7320
2018,NY0114,1000
2018,KY0102,6024
2018,NY0085,7920
2018,WV0079,9250
2018,MO0117,6200
2018,MT0047,12272
2018,VT0149,1500
2018,IA0384,12160
2018,IA0533,3465
2018,IN0069,124751
2018,NY0562,924228
2018,IA0245,7348
2018,WI0250,5784
2018,TX0665,6000
2018,ID0011,1800
2018,WI0395,27000
2018,IL0375,58000
2018,TX0025,20234
2018,IN0231,1789
2018,TX0074,24000
2018,MT0069,1942
2018,WA0024,2440
2018,IL0237,5460
2018,MI0373,2400
2018,IL8033,3426
2018,KY0049,8000
2018,WI0379,2108
2018,IA0429,3552
2018,AL0102,2800
2018,OK0097,4866
2018,OR0078,17172
2018,NJ0015,0
2018,MO0043,15300
2018,NY0068,1222
2018,NC0066,53723
2018,NH0244,1200
2018,WY0017,32407
2018,MA0358,2100
2018,ID0111,3422
2018,MO0078,10000
2018,TX0314,12000
2018,KS0246,4187
2018,WI0307,5400
2018,IL0467,28800
2018,NY0519,28100
2018,NY0615,11000
2018,NH0219,988
2018,NY0537,9018
2018,ND0087,6376
2018,CA0265,3400
2018,TX0159,3906
2018,KY0068,8550
2018,WI9025,18600
2018,MA0098,914
2018,PA0159,3856
2018,MN0012,1350
2018,TX0233,29127
2018,NJ0092,12000
2018,IL0234,35599
2018,OH0004,2300
2018,NY0609,13960
2018,MI0423,5600
2018,NC0039,61790
2018,MA0064,11506
2018,TX0044,2376
2018,VA0039,7192
2018,IL0313,1444
2018,IL0173,2280
2018,NY0710,1500
2018,TX0200,4980
2018,NE0048,7500
2018,NY0547,3740
2018,MA0187,2200
2018,TX0442,9300
2018,MN0027,5625
2018,NH0075,15500
2018,GA0043,52160
2018,TX0152,35500
2018,TX0389,5381
2018,MO0139,3186
2018,IL0179,5000
2018,MA0362,5330
2018,VT0198,12000
2018,IL0035,54000
2018,KS0098,1280
2018,NM0007,22500
2018,NH0247,2400
2018,NY0651,5047
